"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","Churn","MultipleLinesNo phone service","MultipleLinesYes","InternetServiceFiber optic","InternetServiceNo","OnlineSecurityNo internet service","OnlineSecurityYes","OnlineBackupNo internet service","OnlineBackupYes","DeviceProtectionNo internet service","DeviceProtectionYes","TechSupportNo internet service","TechSupportYes","StreamingTVNo internet service","StreamingTVYes","StreamingMoviesNo internet service","StreamingMoviesYes","ContractOne year","ContractTwo year","PaymentMethodCredit card (automatic)","PaymentMethodElectronic check","PaymentMethodMailed check"
0,0,0,0,1,1,1,79.7,79.7,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,52,1,1,95.7,4976.15,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1,1,0,19.65,19.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,72,0,0,65.5,4919.7,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,64,1,1,99.15,6171.2,"No",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,65,1,0,26,1654.85,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,24,1,0,70,1732.6,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,47,1,1,85.2,3969.35,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,79.15,79.15,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,34,1,1,99.85,3343.15,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,68,1,0,86.45,5762.95,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,57,1,0,18.8,1094.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,22,1,0,20.85,450.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,71,1,0,113.65,8166.8,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,45,1,1,103.65,4747.85,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,26,1,1,20.25,493.95,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,1,71,1,0,85.45,6300.85,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1,0,0,49,1,0,103,5166.2,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,14,0,0,46.35,667.7,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,6,1,1,79.05,434.5,"Yes",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,68,1,1,105.3,7299.65,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,29,1,0,48.95,1323.7,"No",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,40,1,1,64.1,2460.35,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,25,1,1,79.85,2015.35,"Yes",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,41,1,1,88.5,3645.05,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,72,1,1,90.6,6441.85,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,69,1,1,97.65,6743.55,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,1,0,0,11,1,1,84.8,906.85,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,58,1,0,20.3,1160.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,58,1,1,103.25,6017.65,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,27,1,1,56.15,1439.35,"No",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,7,1,0,76.45,503.6,"Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,1,1,59.1,369.25,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,1,69,1,0,20.2,1412.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,40,0,0,36,1382.9,"No",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,69.35,69.35,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,64,1,0,25.55,1714.95,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,1,1,1,77.15,77.15,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,66,1,1,100.05,6871.9,"Yes",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,61,1,0,104,6363.45,"No",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,12,0,0,35.5,432.25,"No",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,30,1,0,82.05,2570.2,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,69,1,0,87.3,6055.55,"No",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,27,1,1,95.6,2595.25,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,23,1,1,96.9,2085.45,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,2,1,1,54.45,87.3,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,33,1,0,91.25,2964.05,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,7,1,1,94.05,633.45,"No",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,0,0,22,1,1,59.05,1253.5,"No",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,2,0,1,30.25,63.75,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,2,1,0,20.5,38.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,40,1,1,24.6,973.95,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,41,1,1,86.2,3339.05,"No",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,5,1,0,69.95,320.4,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,51,1,1,96.4,4911.05,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,13,0,0,35.4,450.4,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,19,1,0,89.65,1761.05,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,66,0,1,62.5,4136.4,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,61,1,0,20.25,1278.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1,1,1,69.9,69.9,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,20,1,1,90.7,1781.35,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,9,1,0,19.75,210.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,0,1,1,1,86.05,86.05,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,31,1,1,99.95,3186.65,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,70,1,0,114.75,7842.3,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,2,1,1,70.35,120.25,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,6,1,1,82.85,460.25,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,12,0,0,33.15,444.75,"No",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,0,20.5,20.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,46,1,1,74.8,3548.3,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,66,1,1,61.15,4017.45,"No",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,44,1,1,90.65,3974.15,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,0,0,0,11,1,1,73.5,791.75,"Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,45,1,1,100.15,4459.8,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,1,71,1,1,84.8,6152.4,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,1,1,0,19.75,19.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,70,1,1,88.55,6306.5,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,64,1,0,24.7,1642.75,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,5,1,1,85.2,474.8,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,63,1,1,19.15,1177.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,2,1,1,73.25,131.05,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,71,1,1,115.05,8016.6,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,63,1,1,91.35,5764.7,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,6,1,1,89.75,552.65,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,2,1,0,68.95,119.75,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,57,0,1,53.75,3196,"No",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,1,1,79.6,79.6,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,64,1,0,58.35,3756.45,"No",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,1,0,0,45,1,1,102.15,4735.35,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,43,0,0,34,1505.35,"No",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,7,1,1,94.1,701.3,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,50,1,1,20.35,938.95,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,40,1,1,84.9,3369.05,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,23,1,1,68.75,1689.45,"No",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,15,1,1,99.7,1566.75,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,40,1,1,110.1,4469.1,"No",0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,70,1,1,101.75,7069.3,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,1,1,1,60,1,1,93.25,5774.55,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,31,1,1,59.05,1882.8,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,31,1,0,20.45,638.55,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,16,0,1,49.95,810.2,"Yes",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,4,0,1,24.45,86.6,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,57,1,0,89.55,5012.35,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,0,0,1,1,1,79.1,79.1,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,1,0,50.15,50.15,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,26,1,1,95,2497.2,"Yes",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,50,1,1,104.4,5232.9,"No",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
0,0,1,0,12,1,0,45.9,505.95,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,70.9,70.9,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,42,1,0,20.7,828.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,11,1,1,79.5,795.65,"No",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,72,0,1,64.45,4641.1,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,14,1,0,20.4,275.7,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,64,1,1,90.6,5817.45,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,0,0,67,1,0,116.2,7752.3,"Yes",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,26,1,0,26,684.05,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,60,1,0,19.95,1189.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,33,1,0,80.1,2603.3,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,53,1,0,25.1,1275.6,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,43,0,1,35.2,1463.7,"No",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,61,1,0,59.8,3641.5,"No",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,25,1,0,105.95,2655.25,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,23,1,0,20.9,454,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,2,1,1,74.7,165.4,"Yes",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,26,1,0,19.65,494.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,33,0,0,59.55,2016.3,"No",1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,34,1,1,60.8,2042.05,"No",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,72,1,1,115.75,8443.7,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,4,1,0,23.9,97.5,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,0,10,1,1,80.05,830.7,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,13,1,0,54.15,701.05,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,57,1,0,20.75,1118.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,70,1,0,115.55,8127.6,"Yes",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,55,1,1,50.55,2832.75,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,7,1,1,69.2,477.55,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,11,1,0,74.95,815.5,"Yes",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,37,1,1,76.5,2868.15,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,27,1,1,70.55,1943.9,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,65,1,1,90.45,5957.9,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,18,1,0,19.35,309.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,67,1,0,103.15,6895.5,"No",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,30,1,0,66.3,1923.5,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,66,1,1,25.15,1683.6,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,1,72,1,0,92.45,6440.25,"Yes",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,42,1,1,49.55,2077.95,"No",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,1,1,20.15,20.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,2,1,0,20.65,38.7,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,61,1,1,85.55,5251.75,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,53.55,53.55,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,15,1,1,91.5,1400.3,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,42,1,0,55.65,2421.75,"No",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,19,1,1,87.3,1637.3,"No",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,33,1,1,60.9,2033.85,"No",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,16,1,0,20.25,327.45,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,66,1,1,54.8,3465.7,"No",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,20,1,1,19.7,415.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,0,29,1,0,98.65,2862.75,"Yes",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,68,1,0,19.6,1441.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,17,1,1,80.5,1336.9,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,27,1,1,95.55,2510.2,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,29,0,0,35.6,1072.6,"No",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,35.55,35.55,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,72,1,0,100.65,7334.05,"No",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,14,1,1,19.7,263.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,64,1,1,108.95,7111.3,"No",0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,71,1,0,85.45,6029.9,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,0,1,1,1,75.3,75.3,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,4,1,0,75.35,273.4,"No",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,72,1,0,86.6,6350.5,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,8,1,1,20.45,162.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,71,1,0,91.05,6293.75,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,0,0,63,1,0,68.8,4111.35,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,31,1,1,76.05,2227.8,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,72,1,1,113.1,8248.5,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,39,1,0,51.05,2066,"No",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,7,1,1,20.25,174.7,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,13,1,0,19.65,244.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,1,55,1,1,85.1,4600.95,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,0,24.75,24.75,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,60,1,0,80.55,4847.05,"No",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1,1,0,0,2,1,1,44.7,93.7,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,64,1,1,53.85,3399.85,"No",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,52,1,1,103.05,5364.8,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,21,1,1,102.8,2110.15,"Yes",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,32,1,0,106.35,3520.75,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,1,1,1,1,49.9,49.9,"Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,72,1,1,78.95,5730.15,"No",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,4,1,0,44.8,169.65,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,8,1,1,80,624.6,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,17,1,0,19.4,358.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,49,1,1,106.65,5168.1,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,4,1,0,19,78.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,70,1,1,85.95,5931.75,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,1,72,1,1,88.05,6425.65,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,1,37,1,0,20.3,755.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,61,1,0,19.1,1143.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,1,72,1,0,89.7,6339.3,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,71,1,1,93.7,6585.35,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0,35,1,1,81.6,2815.25,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,1,70.45,70.45,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,7,1,0,20.25,144.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
