Request id,Date,Request time,Dropoff time,Pickup point,Driver id,Status
4913,14-07-2016,18:00:00,NA,Airport,NA,No Cars Available
4914,14-07-2016,18:00:00,NA,Airport,NA,No Cars Available
4915,14-07-2016,18:00:00,6:53:17 PM,Airport,193,Trip Completed
4916,14-07-2016,18:01:26,NA,Airport,NA,No Cars Available
4917,14-07-2016,18:01:26,NA,Airport,NA,No Cars Available
4918,14-07-2016,18:01:26,NA,Airport,NA,No Cars Available
4919,14-07-2016,18:01:26,6:43:12 PM,Airport,277,Trip Completed
4920,14-07-2016,18:02:53,NA,Airport,NA,No Cars Available
4921,14-07-2016,18:02:53,7:07:41 PM,City,99,Trip Completed
4922,14-07-2016,18:04:19,NA,Airport,NA,No Cars Available
4923,14-07-2016,18:04:19,NA,Airport,NA,No Cars Available
4924,14-07-2016,18:04:19,NA,Airport,NA,No Cars Available
4925,14-07-2016,18:05:46,NA,Airport,NA,No Cars Available
4926,14-07-2016,18:05:46,NA,Airport,274,Cancelled
4927,14-07-2016,18:07:12,NA,Airport,NA,No Cars Available
4928,14-07-2016,18:07:12,NA,Airport,136,Cancelled
4929,14-07-2016,18:07:12,6:38:53 PM,City,239,Trip Completed
4930,14-07-2016,18:08:38,NA,Airport,NA,No Cars Available
4931,14-07-2016,18:08:38,6:44:38 PM,Airport,24,Trip Completed
4932,14-07-2016,18:08:38,6:44:38 PM,City,191,Trip Completed
4933,14-07-2016,18:08:38,7:19:12 PM,City,241,Trip Completed
4934,14-07-2016,18:10:05,NA,Airport,NA,No Cars Available
4935,14-07-2016,18:10:05,NA,Airport,NA,No Cars Available
4936,14-07-2016,18:11:31,6:56:10 PM,City,11,Trip Completed
4937,14-07-2016,18:11:31,7:01:55 PM,City,48,Trip Completed
4938,14-07-2016,18:12:58,7:09:07 PM,City,207,Trip Completed
4939,14-07-2016,18:14:24,NA,Airport,NA,No Cars Available
4940,14-07-2016,18:14:24,6:48:58 PM,City,235,Trip Completed
4941,14-07-2016,18:14:24,7:23:31 PM,Airport,237,Trip Completed
4942,14-07-2016,18:15:50,NA,Airport,NA,No Cars Available
4943,14-07-2016,18:15:50,7:12:00 PM,Airport,137,Trip Completed
4944,14-07-2016,18:15:50,6:57:36 PM,City,158,Trip Completed
4945,14-07-2016,18:17:17,NA,Airport,NA,No Cars Available
4946,14-07-2016,18:17:17,NA,Airport,NA,No Cars Available
4947,14-07-2016,18:17:17,NA,Airport,NA,No Cars Available
4948,14-07-2016,18:17:17,7:32:10 PM,Airport,67,Trip Completed
4949,14-07-2016,18:17:17,6:48:58 PM,Airport,220,Trip Completed
4950,14-07-2016,18:17:17,7:16:19 PM,City,267,Trip Completed
4951,14-07-2016,18:20:10,NA,Airport,NA,No Cars Available
4952,14-07-2016,18:20:10,NA,Airport,NA,No Cars Available
4953,14-07-2016,18:20:10,NA,Airport,NA,No Cars Available
4954,14-07-2016,18:21:36,NA,Airport,NA,No Cars Available
4955,14-07-2016,18:21:36,NA,Airport,NA,No Cars Available
4956,14-07-2016,18:21:36,NA,Airport,NA,No Cars Available
4957,14-07-2016,18:21:36,NA,Airport,NA,No Cars Available
4958,14-07-2016,18:21:36,7:36:29 PM,City,121,Trip Completed
4959,14-07-2016,18:23:02,NA,Airport,NA,No Cars Available
4960,14-07-2016,18:24:29,NA,Airport,NA,No Cars Available
4961,14-07-2016,18:24:29,NA,Airport,NA,No Cars Available
4962,14-07-2016,18:24:29,NA,Airport,NA,No Cars Available
4963,14-07-2016,18:24:29,7:36:29 PM,Airport,148,Trip Completed
4964,14-07-2016,18:24:29,7:04:48 PM,City,185,Trip Completed
4965,14-07-2016,18:25:55,NA,Airport,NA,No Cars Available
4966,14-07-2016,18:25:55,7:09:07 PM,Airport,50,Trip Completed
4967,14-07-2016,18:27:22,NA,Airport,NA,No Cars Available
4968,14-07-2016,18:27:22,NA,City,19,Cancelled
4969,14-07-2016,18:27:22,6:59:02 PM,City,197,Trip Completed
4970,14-07-2016,18:28:48,NA,Airport,NA,No Cars Available
4971,14-07-2016,18:30:14,7:29:17 PM,City,249,Trip Completed
4972,14-07-2016,18:31:41,NA,Airport,NA,No Cars Available
4973,14-07-2016,18:31:41,NA,Airport,NA,No Cars Available
4974,14-07-2016,18:31:41,7:09:07 PM,City,42,Trip Completed
4975,14-07-2016,18:31:41,7:06:14 PM,City,188,Trip Completed
4976,14-07-2016,18:31:41,7:23:31 PM,Airport,198,Trip Completed
4977,14-07-2016,18:31:41,7:12:00 PM,City,264,Trip Completed
4978,14-07-2016,18:33:07,7:14:53 PM,City,240,Trip Completed
4979,14-07-2016,18:34:34,NA,Airport,NA,No Cars Available
4980,14-07-2016,18:34:34,NA,Airport,NA,No Cars Available
4981,14-07-2016,18:34:34,7:29:17 PM,City,17,Trip Completed
4982,14-07-2016,18:36:00,NA,Airport,NA,No Cars Available
4983,14-07-2016,18:36:00,NA,City,NA,No Cars Available
4984,14-07-2016,18:36:00,NA,Airport,NA,No Cars Available
4985,14-07-2016,18:36:00,NA,Airport,NA,No Cars Available
4986,14-07-2016,18:36:00,7:40:48 PM,Airport,7,Trip Completed
4987,14-07-2016,18:36:00,7:43:41 PM,Airport,125,Trip Completed
4988,14-07-2016,18:37:26,NA,Airport,NA,No Cars Available
4989,14-07-2016,18:37:26,NA,Airport,NA,No Cars Available
4990,14-07-2016,18:37:26,NA,Airport,NA,No Cars Available
4991,14-07-2016,18:38:53,NA,Airport,NA,No Cars Available
4992,14-07-2016,18:38:53,NA,Airport,NA,No Cars Available
4993,14-07-2016,18:40:19,NA,Airport,NA,No Cars Available
4994,14-07-2016,18:40:19,NA,Airport,NA,No Cars Available
4995,14-07-2016,18:41:46,NA,Airport,NA,No Cars Available
4996,14-07-2016,18:41:46,7:32:10 PM,City,74,Trip Completed
4997,14-07-2016,18:43:12,7:30:43 PM,City,51,Trip Completed
4998,14-07-2016,18:43:12,7:49:26 PM,City,83,Trip Completed
4999,14-07-2016,18:44:38,NA,Airport,NA,No Cars Available
5000,14-07-2016,18:44:38,NA,Airport,NA,No Cars Available
5001,14-07-2016,18:44:38,7:19:12 PM,Airport,165,Trip Completed
5002,14-07-2016,18:46:05,NA,Airport,NA,No Cars Available
5003,14-07-2016,18:46:05,NA,Airport,NA,No Cars Available
5004,14-07-2016,18:47:31,NA,Airport,NA,No Cars Available
5005,14-07-2016,18:47:31,NA,Airport,NA,No Cars Available
5006,14-07-2016,18:47:31,NA,Airport,NA,No Cars Available
5007,14-07-2016,18:48:58,NA,Airport,NA,No Cars Available
5008,14-07-2016,18:48:58,NA,Airport,NA,No Cars Available
5009,14-07-2016,18:48:58,NA,Airport,NA,No Cars Available
5010,14-07-2016,18:50:24,NA,Airport,NA,No Cars Available
5011,14-07-2016,18:50:24,NA,Airport,NA,No Cars Available
5012,14-07-2016,18:50:24,7:53:46 PM,Airport,47,Trip Completed
5013,14-07-2016,18:50:24,7:26:24 PM,City,63,Trip Completed
5014,14-07-2016,18:51:50,NA,City,NA,No Cars Available
5015,14-07-2016,18:51:50,NA,Airport,NA,No Cars Available
5016,14-07-2016,18:53:17,NA,Airport,NA,No Cars Available
5017,14-07-2016,18:53:17,7:52:19 PM,City,61,Trip Completed
5018,14-07-2016,18:54:43,NA,Airport,NA,No Cars Available
5019,14-07-2016,18:54:43,7:48:00 PM,City,115,Trip Completed
5020,14-07-2016,18:56:10,NA,Airport,NA,No Cars Available
5021,14-07-2016,18:56:10,NA,Airport,NA,No Cars Available
5022,14-07-2016,18:56:10,NA,Airport,NA,No Cars Available
5023,14-07-2016,18:56:10,NA,Airport,2,Cancelled
5024,14-07-2016,18:56:10,8:08:10 PM,City,128,Trip Completed
5025,14-07-2016,18:56:10,7:55:12 PM,Airport,281,Trip Completed
5026,14-07-2016,18:57:36,NA,Airport,NA,No Cars Available
5027,14-07-2016,18:59:02,NA,Airport,NA,No Cars Available
5028,14-07-2016,18:59:02,NA,Airport,NA,No Cars Available
5029,14-07-2016,18:59:02,7:37:55 PM,City,70,Trip Completed
5030,14-07-2016,19:00:29,NA,Airport,NA,No Cars Available
5031,14-07-2016,19:00:29,7:45:07 PM,Airport,71,Trip Completed
5032,14-07-2016,19:00:29,7:32:10 PM,City,224,Trip Completed
5033,14-07-2016,19:01:55,7:53:46 PM,Airport,274,Trip Completed
5034,14-07-2016,19:03:22,NA,Airport,NA,No Cars Available
5035,14-07-2016,19:03:22,NA,Airport,NA,No Cars Available
5036,14-07-2016,19:03:22,NA,Airport,NA,No Cars Available
5037,14-07-2016,19:03:22,NA,Airport,NA,No Cars Available
5038,14-07-2016,19:04:48,7:39:22 PM,City,76,Trip Completed
5039,14-07-2016,19:04:48,7:42:14 PM,City,134,Trip Completed
5040,14-07-2016,19:06:14,NA,Airport,NA,No Cars Available
5041,14-07-2016,19:06:14,8:09:36 PM,City,204,Trip Completed
5042,14-07-2016,19:07:41,7:52:19 PM,City,34,Trip Completed
5043,14-07-2016,19:09:07,NA,Airport,NA,No Cars Available
5044,14-07-2016,19:09:07,NA,Airport,NA,No Cars Available
5045,14-07-2016,19:09:07,NA,Airport,NA,No Cars Available
5046,14-07-2016,19:10:34,NA,Airport,NA,No Cars Available
5047,14-07-2016,19:10:34,NA,Airport,NA,No Cars Available
5048,14-07-2016,19:12:00,NA,Airport,NA,No Cars Available
5049,14-07-2016,19:12:00,NA,Airport,NA,No Cars Available
5050,14-07-2016,19:12:00,7:58:05 PM,Airport,83,Trip Completed
5051,14-07-2016,19:12:00,8:03:50 PM,Airport,260,Trip Completed
5052,14-07-2016,19:13:26,NA,Airport,NA,No Cars Available
5053,14-07-2016,19:13:26,NA,Airport,NA,No Cars Available
5054,14-07-2016,19:13:26,NA,Airport,NA,No Cars Available
5055,14-07-2016,19:13:26,NA,Airport,NA,No Cars Available
5056,14-07-2016,19:13:26,7:43:41 PM,Airport,253,Trip Completed
5057,14-07-2016,19:14:53,NA,Airport,NA,No Cars Available
5058,14-07-2016,19:16:19,NA,Airport,NA,No Cars Available
5059,14-07-2016,19:16:19,NA,Airport,NA,No Cars Available
5060,14-07-2016,19:16:19,7:49:26 PM,Airport,60,Trip Completed
5061,14-07-2016,19:16:19,7:56:38 PM,City,109,Trip Completed
5062,14-07-2016,19:17:46,NA,Airport,NA,No Cars Available
5063,14-07-2016,19:19:12,NA,Airport,NA,No Cars Available
5064,14-07-2016,19:19:12,8:22:34 PM,Airport,52,Trip Completed
5065,14-07-2016,19:20:38,NA,Airport,NA,No Cars Available
5066,14-07-2016,19:20:38,8:00:58 PM,Airport,12,Trip Completed
5067,14-07-2016,19:22:05,NA,Airport,NA,No Cars Available
5068,14-07-2016,19:23:31,NA,Airport,NA,No Cars Available
5069,14-07-2016,19:23:31,NA,Airport,NA,No Cars Available
5070,14-07-2016,19:23:31,8:32:38 PM,Airport,79,Trip Completed
5071,14-07-2016,19:23:31,8:02:24 PM,Airport,169,Trip Completed
5072,14-07-2016,19:24:58,NA,Airport,NA,No Cars Available
5073,14-07-2016,19:26:24,NA,Airport,NA,No Cars Available
5074,14-07-2016,19:26:24,NA,Airport,NA,No Cars Available
5075,14-07-2016,19:29:17,8:13:55 PM,City,202,Trip Completed
5076,14-07-2016,19:29:17,NA,City,280,Cancelled
5077,14-07-2016,19:30:43,NA,Airport,NA,No Cars Available
5078,14-07-2016,19:30:43,NA,Airport,NA,No Cars Available
5079,14-07-2016,19:30:43,8:06:43 PM,City,209,Trip Completed
5080,14-07-2016,19:32:10,NA,Airport,NA,No Cars Available
5081,14-07-2016,19:32:10,NA,Airport,NA,No Cars Available
5082,14-07-2016,19:32:10,NA,Airport,NA,No Cars Available
5083,14-07-2016,19:32:10,NA,Airport,NA,No Cars Available
5084,14-07-2016,19:32:10,NA,Airport,NA,No Cars Available
5085,14-07-2016,19:33:36,NA,Airport,NA,No Cars Available
5086,14-07-2016,19:33:36,8:47:02 PM,Airport,113,Trip Completed
5087,14-07-2016,19:35:02,NA,Airport,NA,No Cars Available
5088,14-07-2016,19:35:02,8:49:55 PM,Airport,37,Trip Completed
5089,14-07-2016,19:35:02,8:34:05 PM,City,229,Trip Completed
5090,14-07-2016,19:36:29,NA,Airport,NA,No Cars Available
5091,14-07-2016,19:37:55,NA,Airport,NA,No Cars Available
5092,14-07-2016,19:39:22,NA,Airport,NA,No Cars Available
5093,14-07-2016,19:39:22,NA,Airport,NA,No Cars Available
5094,14-07-2016,19:39:22,NA,Airport,NA,No Cars Available
5095,14-07-2016,19:39:22,8:47:02 PM,City,164,Trip Completed
5096,14-07-2016,19:40:48,8:31:12 PM,Airport,118,Trip Completed
5097,14-07-2016,19:40:48,8:34:05 PM,City,131,Trip Completed
5098,14-07-2016,19:40:48,8:15:22 PM,Airport,190,Trip Completed
5099,14-07-2016,19:42:14,NA,Airport,NA,No Cars Available
5100,14-07-2016,19:42:14,8:36:58 PM,Airport,284,Trip Completed
5101,14-07-2016,19:43:41,NA,City,NA,No Cars Available
5102,14-07-2016,19:43:41,NA,Airport,NA,No Cars Available
5103,14-07-2016,19:43:41,NA,Airport,NA,No Cars Available
5104,14-07-2016,19:45:07,NA,Airport,NA,No Cars Available
5105,14-07-2016,19:45:07,8:25:26 PM,City,182,Trip Completed
5106,14-07-2016,19:46:34,NA,Airport,NA,No Cars Available
5107,14-07-2016,19:46:34,NA,City,NA,No Cars Available
5108,14-07-2016,19:46:34,8:21:07 PM,City,221,Trip Completed
5109,14-07-2016,19:48:00,NA,Airport,NA,No Cars Available
5110,14-07-2016,19:49:26,NA,Airport,NA,No Cars Available
5111,14-07-2016,19:49:26,NA,Airport,NA,No Cars Available
5112,14-07-2016,19:50:53,NA,Airport,NA,No Cars Available
5113,14-07-2016,19:50:53,NA,City,NA,No Cars Available
5114,14-07-2016,19:50:53,NA,Airport,NA,No Cars Available
5115,14-07-2016,19:50:53,9:01:26 PM,Airport,112,Trip Completed
5116,14-07-2016,19:50:53,NA,City,133,Cancelled
5117,14-07-2016,19:52:19,NA,Airport,NA,No Cars Available
5118,14-07-2016,19:52:19,NA,City,NA,No Cars Available
5119,14-07-2016,19:52:19,NA,Airport,NA,No Cars Available
5120,14-07-2016,19:52:19,NA,Airport,NA,No Cars Available
5121,14-07-2016,19:53:46,NA,Airport,NA,No Cars Available
5122,14-07-2016,19:53:46,8:39:50 PM,City,200,Trip Completed
5123,14-07-2016,19:55:12,NA,Airport,NA,No Cars Available
5124,14-07-2016,19:56:38,NA,Airport,NA,No Cars Available
5125,14-07-2016,19:56:38,NA,Airport,NA,No Cars Available
5126,14-07-2016,19:56:38,NA,Airport,NA,No Cars Available
5127,14-07-2016,19:56:38,NA,Airport,NA,No Cars Available
5128,14-07-2016,19:58:05,NA,Airport,NA,No Cars Available
5129,14-07-2016,19:59:31,NA,Airport,NA,No Cars Available
5130,14-07-2016,19:59:31,NA,Airport,NA,No Cars Available
5131,14-07-2016,19:59:31,NA,City,NA,No Cars Available
5132,14-07-2016,19:59:31,8:29:46 PM,Airport,46,Trip Completed
5133,14-07-2016,19:59:31,8:31:12 PM,Airport,74,Trip Completed
5134,14-07-2016,20:00:58,NA,Airport,NA,No Cars Available
5135,14-07-2016,20:00:58,NA,Airport,NA,No Cars Available
5136,14-07-2016,20:02:24,NA,Airport,NA,No Cars Available
5137,14-07-2016,20:02:24,NA,Airport,NA,No Cars Available
5138,14-07-2016,20:02:24,NA,Airport,NA,No Cars Available
5139,14-07-2016,20:02:24,NA,Airport,NA,No Cars Available
5140,14-07-2016,20:02:24,NA,Airport,NA,No Cars Available
5141,14-07-2016,20:02:24,8:47:02 PM,Airport,152,Trip Completed
5142,14-07-2016,20:03:50,8:35:31 PM,City,22,Trip Completed
5143,14-07-2016,20:05:17,NA,Airport,NA,No Cars Available
5144,14-07-2016,20:05:17,9:07:12 PM,Airport,105,Trip Completed
5145,14-07-2016,20:05:17,9:12:58 PM,City,251,Trip Completed
5146,14-07-2016,20:06:43,NA,Airport,NA,No Cars Available
5147,14-07-2016,20:06:43,NA,Airport,NA,No Cars Available
5148,14-07-2016,20:08:10,NA,Airport,NA,No Cars Available
5149,14-07-2016,20:09:36,9:11:31 PM,City,174,Trip Completed
5150,14-07-2016,20:12:29,NA,Airport,NA,No Cars Available
5151,14-07-2016,20:12:29,NA,Airport,NA,No Cars Available
5152,14-07-2016,20:12:29,NA,Airport,NA,No Cars Available
5153,14-07-2016,20:12:29,9:25:55 PM,Airport,103,Trip Completed
5154,14-07-2016,20:12:29,NA,Airport,104,Cancelled
5155,14-07-2016,20:13:55,NA,Airport,NA,No Cars Available
5156,14-07-2016,20:13:55,NA,Airport,NA,No Cars Available
5157,14-07-2016,20:15:22,NA,Airport,NA,No Cars Available
5158,14-07-2016,20:15:22,NA,Airport,NA,No Cars Available
5159,14-07-2016,20:15:22,NA,Airport,NA,No Cars Available
5160,14-07-2016,20:15:22,8:57:07 PM,City,299,Trip Completed
5161,14-07-2016,20:16:48,NA,Airport,NA,No Cars Available
5162,14-07-2016,20:16:48,NA,Airport,NA,No Cars Available
5163,14-07-2016,20:16:48,8:52:48 PM,Airport,15,Trip Completed
5164,14-07-2016,20:16:48,8:47:02 PM,City,147,Trip Completed
5165,14-07-2016,20:18:14,NA,Airport,NA,No Cars Available
5166,14-07-2016,20:18:14,NA,Airport,NA,No Cars Available
5167,14-07-2016,20:19:41,NA,Airport,NA,No Cars Available
5168,14-07-2016,20:19:41,NA,Airport,NA,No Cars Available
5169,14-07-2016,20:19:41,NA,Airport,NA,No Cars Available
5170,14-07-2016,20:19:41,NA,Airport,NA,No Cars Available
5171,14-07-2016,20:19:41,9:28:48 PM,Airport,88,Trip Completed
5172,14-07-2016,20:21:07,NA,Airport,NA,No Cars Available
5173,14-07-2016,20:21:07,NA,Airport,NA,No Cars Available
5174,14-07-2016,20:21:07,9:10:05 PM,City,155,Trip Completed
5175,14-07-2016,20:21:07,9:28:48 PM,City,235,Trip Completed
5176,14-07-2016,20:22:34,9:25:55 PM,City,126,Trip Completed
5177,14-07-2016,20:24:00,NA,Airport,NA,No Cars Available
5178,14-07-2016,20:24:00,NA,Airport,NA,No Cars Available
5179,14-07-2016,20:25:26,NA,Airport,NA,No Cars Available
5180,14-07-2016,20:25:26,NA,Airport,NA,No Cars Available
5181,14-07-2016,20:25:26,NA,Airport,NA,No Cars Available
5182,14-07-2016,20:26:53,NA,Airport,NA,No Cars Available
5183,14-07-2016,20:26:53,NA,Airport,NA,No Cars Available
5184,14-07-2016,20:26:53,9:38:53 PM,City,84,Trip Completed
5185,14-07-2016,20:29:46,9:36:00 PM,Airport,177,Trip Completed
5186,14-07-2016,20:31:12,NA,Airport,NA,No Cars Available
5187,14-07-2016,20:32:38,NA,Airport,NA,No Cars Available
5188,14-07-2016,20:34:05,NA,Airport,NA,No Cars Available
5189,14-07-2016,20:34:05,NA,Airport,NA,No Cars Available
5190,14-07-2016,20:34:05,NA,Airport,NA,No Cars Available
5191,14-07-2016,20:34:05,NA,City,NA,No Cars Available
5192,14-07-2016,20:34:05,NA,Airport,NA,No Cars Available
5193,14-07-2016,20:34:05,9:10:05 PM,Airport,129,Trip Completed
5194,14-07-2016,20:34:05,9:15:50 PM,City,294,Trip Completed
5195,14-07-2016,20:35:31,NA,Airport,NA,No Cars Available
5196,14-07-2016,20:35:31,NA,Airport,NA,No Cars Available
5197,14-07-2016,20:35:31,NA,Airport,NA,No Cars Available
5198,14-07-2016,20:35:31,9:24:29 PM,Airport,223,Trip Completed
5199,14-07-2016,20:36:58,9:47:31 PM,City,36,Trip Completed
5200,14-07-2016,20:36:58,9:25:55 PM,Airport,179,Trip Completed
5201,14-07-2016,20:38:24,NA,Airport,NA,No Cars Available
5202,14-07-2016,20:39:50,NA,Airport,1,Cancelled
5203,14-07-2016,20:41:17,NA,Airport,NA,No Cars Available
5204,14-07-2016,20:42:43,NA,City,NA,No Cars Available
5205,14-07-2016,20:42:43,NA,Airport,NA,No Cars Available
5206,14-07-2016,20:42:43,NA,Airport,NA,No Cars Available
5207,14-07-2016,20:42:43,9:41:46 PM,Airport,18,Trip Completed
5208,14-07-2016,20:42:43,NA,Airport,20,Cancelled
5209,14-07-2016,20:42:43,9:47:31 PM,Airport,171,Trip Completed
5210,14-07-2016,20:42:43,9:54:43 PM,City,226,Trip Completed
5211,14-07-2016,20:44:10,NA,Airport,NA,No Cars Available
5212,14-07-2016,20:44:10,NA,Airport,NA,No Cars Available
5213,14-07-2016,20:44:10,NA,Airport,NA,No Cars Available
5214,14-07-2016,20:44:10,9:30:14 PM,Airport,184,Trip Completed
5215,14-07-2016,20:45:36,NA,Airport,NA,No Cars Available
5216,14-07-2016,20:45:36,9:34:34 PM,Airport,65,Trip Completed
5217,14-07-2016,20:45:36,9:24:29 PM,City,231,Trip Completed
5218,14-07-2016,20:47:02,NA,Airport,NA,No Cars Available
5219,14-07-2016,20:47:02,9:54:43 PM,City,124,Trip Completed
5220,14-07-2016,20:49:55,NA,Airport,NA,No Cars Available
5221,14-07-2016,20:49:55,NA,Airport,134,Cancelled
5222,14-07-2016,20:51:22,NA,Airport,NA,No Cars Available
5223,14-07-2016,20:51:22,NA,Airport,NA,No Cars Available
5224,14-07-2016,20:51:22,10:06:14 PM,City,64,Trip Completed
5225,14-07-2016,20:51:22,NA,City,178,Cancelled
5226,14-07-2016,20:52:48,NA,Airport,NA,No Cars Available
5227,14-07-2016,20:54:14,10:09:07 PM,Airport,199,Trip Completed
5228,14-07-2016,20:55:41,NA,Airport,NA,No Cars Available
5229,14-07-2016,20:55:41,NA,Airport,NA,No Cars Available
5230,14-07-2016,20:55:41,NA,Airport,NA,No Cars Available
5231,14-07-2016,20:55:41,NA,Airport,NA,No Cars Available
5232,14-07-2016,20:57:07,NA,Airport,NA,No Cars Available
5233,14-07-2016,20:57:07,NA,City,NA,No Cars Available
5234,14-07-2016,20:57:07,9:43:12 PM,City,27,Trip Completed
5235,14-07-2016,20:57:07,9:46:05 PM,Airport,49,Trip Completed
5236,14-07-2016,20:58:34,NA,Airport,NA,No Cars Available
5237,14-07-2016,20:58:34,NA,Airport,NA,No Cars Available
5238,14-07-2016,20:58:34,NA,Airport,NA,No Cars Available
5239,14-07-2016,21:00:00,NA,Airport,NA,No Cars Available
5240,14-07-2016,21:00:00,NA,Airport,NA,No Cars Available
5241,14-07-2016,21:00:00,9:31:41 PM,City,144,Trip Completed
5242,14-07-2016,21:01:26,NA,Airport,NA,No Cars Available
5243,14-07-2016,21:01:26,10:06:14 PM,City,50,Trip Completed
5244,14-07-2016,21:02:53,NA,Airport,NA,No Cars Available
5245,14-07-2016,21:04:19,NA,Airport,NA,No Cars Available
5246,14-07-2016,21:04:19,NA,Airport,NA,No Cars Available
5247,14-07-2016,21:04:19,NA,Airport,NA,No Cars Available
5248,14-07-2016,21:04:19,NA,City,183,Cancelled
5249,14-07-2016,21:05:46,NA,Airport,NA,No Cars Available
5250,14-07-2016,21:08:38,NA,Airport,NA,No Cars Available
5251,14-07-2016,21:08:38,NA,Airport,143,Cancelled
5252,14-07-2016,21:10:05,NA,Airport,NA,No Cars Available
5253,14-07-2016,21:10:05,NA,Airport,NA,No Cars Available
5254,14-07-2016,21:10:05,10:14:53 PM,City,3,Trip Completed
5255,14-07-2016,21:11:31,9:54:43 PM,Airport,295,Trip Completed
5256,14-07-2016,21:12:58,NA,Airport,NA,No Cars Available
5257,14-07-2016,21:12:58,NA,Airport,NA,No Cars Available
5258,14-07-2016,21:14:24,NA,Airport,NA,No Cars Available
5259,14-07-2016,21:14:24,NA,Airport,NA,No Cars Available
5260,14-07-2016,21:14:24,NA,Airport,NA,No Cars Available
5261,14-07-2016,21:15:50,NA,Airport,NA,No Cars Available
5262,14-07-2016,21:17:17,NA,Airport,NA,No Cars Available
5263,14-07-2016,21:17:17,9:47:31 PM,City,167,Trip Completed
5264,14-07-2016,21:18:43,NA,Airport,NA,No Cars Available
5265,14-07-2016,21:18:43,NA,Airport,NA,No Cars Available
5266,14-07-2016,21:18:43,NA,Airport,243,Cancelled
5267,14-07-2016,21:20:10,NA,Airport,NA,No Cars Available
5268,14-07-2016,21:20:10,10:16:19 PM,City,24,Trip Completed
5269,14-07-2016,21:21:36,NA,Airport,NA,No Cars Available
5270,14-07-2016,21:21:36,10:13:26 PM,City,6,Trip Completed
5271,14-07-2016,21:21:36,10:06:14 PM,City,66,Trip Completed
5272,14-07-2016,21:21:36,NA,City,164,Cancelled
5273,14-07-2016,21:21:36,NA,Airport,225,Cancelled
5274,14-07-2016,21:23:02,NA,Airport,NA,No Cars Available
5275,14-07-2016,21:23:02,10:07:41 PM,City,157,Trip Completed
5276,14-07-2016,21:23:02,10:32:10 PM,City,259,Trip Completed
5277,14-07-2016,21:24:29,NA,Airport,NA,No Cars Available
5278,14-07-2016,21:24:29,NA,Airport,NA,No Cars Available
5279,14-07-2016,21:24:29,NA,Airport,NA,No Cars Available
5280,14-07-2016,21:25:55,NA,Airport,NA,No Cars Available
5281,14-07-2016,21:25:55,NA,Airport,NA,No Cars Available
5282,14-07-2016,21:28:48,NA,Airport,NA,No Cars Available
5283,14-07-2016,21:28:48,NA,Airport,NA,No Cars Available
5284,14-07-2016,21:28:48,10:27:50 PM,City,246,Trip Completed
5285,14-07-2016,21:30:14,10:06:14 PM,Airport,89,Trip Completed
5286,14-07-2016,21:30:14,10:16:19 PM,City,272,Trip Completed
5287,14-07-2016,21:31:41,10:24:58 PM,City,169,Trip Completed
5288,14-07-2016,21:31:41,NA,Airport,242,Cancelled
5289,14-07-2016,21:33:07,10:12:00 PM,City,13,Trip Completed
5290,14-07-2016,21:34:34,NA,Airport,153,Cancelled
5291,14-07-2016,21:34:34,10:32:10 PM,Airport,162,Trip Completed
5292,14-07-2016,21:36:00,NA,Airport,NA,No Cars Available
5293,14-07-2016,21:36:00,NA,Airport,NA,No Cars Available
5294,14-07-2016,21:36:00,10:07:41 PM,City,14,Trip Completed
5295,14-07-2016,21:36:00,10:26:24 PM,City,298,Trip Completed
5296,14-07-2016,21:37:26,NA,Airport,NA,No Cars Available
5297,14-07-2016,21:37:26,10:14:53 PM,City,290,Trip Completed
5298,14-07-2016,21:38:53,NA,Airport,NA,No Cars Available
5299,14-07-2016,21:38:53,NA,Airport,NA,No Cars Available
5300,14-07-2016,21:40:19,NA,Airport,47,Cancelled
5301,14-07-2016,21:41:46,NA,Airport,NA,No Cars Available
5302,14-07-2016,21:41:46,NA,Airport,NA,No Cars Available
5303,14-07-2016,21:41:46,NA,Airport,NA,No Cars Available
5304,14-07-2016,21:43:12,NA,Airport,NA,No Cars Available
5305,14-07-2016,21:43:12,NA,Airport,NA,No Cars Available
5306,14-07-2016,21:44:38,NA,Airport,NA,No Cars Available
5307,14-07-2016,21:46:05,NA,Airport,NA,No Cars Available
5308,14-07-2016,21:47:31,NA,Airport,NA,No Cars Available
5309,14-07-2016,21:47:31,NA,Airport,NA,No Cars Available
5310,14-07-2016,21:47:31,NA,Airport,NA,No Cars Available
5311,14-07-2016,21:48:58,NA,Airport,NA,No Cars Available
5312,14-07-2016,21:48:58,NA,Airport,NA,No Cars Available
5313,14-07-2016,21:50:24,10:33:36 PM,Airport,255,Trip Completed
5314,14-07-2016,21:51:50,NA,Airport,NA,No Cars Available
5315,14-07-2016,21:53:17,NA,Airport,NA,No Cars Available
5316,14-07-2016,21:53:17,NA,Airport,NA,No Cars Available
5317,14-07-2016,21:53:17,NA,Airport,NA,No Cars Available
5318,14-07-2016,21:53:17,10:42:14 PM,Airport,141,Trip Completed
5319,14-07-2016,21:56:10,NA,Airport,NA,No Cars Available
5320,14-07-2016,21:56:10,NA,Airport,NA,No Cars Available
5321,14-07-2016,21:56:10,10:32:10 PM,City,102,Trip Completed
5322,14-07-2016,21:57:36,NA,Airport,NA,No Cars Available
